0.000000	6.661000	радовался жизни
7.384000	15.781716	сам боюсь
16.944645	24.213723	компьютер
24.859000	30.655990	добрался
31.073000	38.634000	я сказал пароль
38.901000	44.340000	дядька засмеялся
44.687000	46.120000	посмотрите
46.654000	47.770000	они красные
48.594983	49.445552	тогда нет
50.425000	51.305000	конечно
51.585000	53.979000	2=1+1
54.648000	57.942000	3=2+1
58.897000	59.592000	ноль
49.143983	49.445552	нет
